-7.5,0.4987,3.0787
-7.4,0.5191,3.2025
-7.3,0.5257,3.2446
-7.2,0.5295,3.241
-7.1,0.5382,3.273
-7,0.5511,3.3363
-6.9,0.54,3.2662
-6.8,0.5617,3.4209
-6.7,0.5699,3.4657
-6.6,0.5723,3.4703
-6.5,0.5768,3.4547
-6.4,0.5945,3.5551
-6.3,0.5925,3.5397
-6.2,0.6019,3.5992
-6.1,0.6124,3.647
-6,0.6115,3.6286
-5.9,0.6255,3.6696
-5.8,0.6326,3.6738
-5.7,0.6452,3.7504
-5.6,0.655,3.7705
-5.5,0.665,3.8375
-5.4,0.6653,3.7958
-5.3,0.6776,3.8584
-5.2,0.6853,3.9027
-5.1,0.6885,3.8865
-5,0.6977,3.957
-4.9,0.7051,3.9731
-4.8,0.7037,3.9743
-4.7,0.7098,3.9839
-4.6,0.7189,4.0459
-4.5,0.7339,4.0894
-4.4,0.7216,4.0105
-4.3,0.7262,4.0654
-4.2,0.7308,4.0806
-4.1,0.7398,4.0934
-4,0.7473,4.1322
-3.9,0.7527,4.1657
-3.8,0.7574,4.214
-3.7,0.7607,4.201
-3.6,0.7594,4.1938
-3.5,0.7665,4.2455
-3.4,0.7608,4.2178
-3.3,0.7646,4.2282
-3.2,0.7737,4.2636
-3.1,0.7797,4.2963
-3,0.7892,4.3191
-2.9,0.7949,4.3488
-2.8,0.7992,4.3412
-2.7,0.8132,4.4352
-2.6,0.808,4.3816
-2.5,0.8129,4.4152
-2.4,0.8164,4.43
-2.3,0.8231,4.4665
-2.2,0.8229,4.4484
-2.1,0.8312,4.4926
-2,0.8289,4.4527
-1.9,0.8347,4.5196
-1.8,0.8394,4.5123
-1.7,0.8344,4.4875
-1.6,0.8375,4.5244
-1.5,0.8433,4.5384
-1.4,0.8412,4.5091
-1.3,0.8453,4.5162
-1.2,0.8475,4.5572
-1.1,0.8538,4.5811
-1,0.8528,4.5885
-0.9,0.8606,4.6045
-0.8,0.8547,4.5722
-0.7,0.8555,4.5883
-0.6,0.8573,4.6032
-0.5,0.8563,4.5738
-0.4,0.855,4.5893
-0.3,0.861,4.5941
-0.2,0.854,4.567
-0.1,0.8643,4.6419
-9.90874e-15,0.8605,4.6173
0.1,0.858,4.6053
0.2,0.8513,4.576
0.3,0.8599,4.5928
0.4,0.8571,4.6203
0.5,0.8599,4.6145
0.6,0.8489,4.5568
0.7,0.8528,4.5923
0.8,0.8502,4.547
0.9,0.8499,4.5743
1,0.8504,4.5484
1.1,0.8553,4.5898
1.2,0.8507,4.5658
1.3,0.8477,4.572
1.4,0.847,4.5697
1.5,0.8392,4.5322
1.6,0.8467,4.5523
1.7,0.8409,4.5248
1.8,0.8378,4.5217
1.9,0.8287,4.4609
2,0.826,4.4538
2.1,0.8263,4.4596
2.2,0.8276,4.4585
2.3,0.8224,4.4667
2.4,0.8226,4.438
2.5,0.8134,4.4281
2.6,0.8148,4.4276
2.7,0.8086,4.4056
2.8,0.8056,4.3726
2.9,0.8054,4.4043
3,0.7989,4.3746
3.1,0.7925,4.3474
3.2,0.7892,4.3352
3.3,0.7872,4.3289
3.4,0.7726,4.2663
3.5,0.7694,4.2525
3.6,0.769,4.2677
3.7,0.7586,4.1893
3.8,0.7629,4.1979
3.9,0.7591,4.1966
4,0.7557,4.1918
4.1,0.7496,4.1429
4.2,0.7522,4.1556
4.3,0.7486,4.1453
4.4,0.7442,4.112
4.5,0.7357,4.0752
4.6,0.7362,4.0998
4.7,0.7257,4.0329
4.8,0.7183,4.004
4.9,0.7144,3.9759
5,0.7057,3.9536
5.1,0.6991,3.9221
5.2,0.693,3.9314
5.3,0.6919,3.9376
5.4,0.6826,3.8681
5.5,0.6729,3.8496
5.6,0.6595,3.8053
5.7,0.6612,3.8411
5.8,0.633,3.6964
5.9,0.6406,3.7057
6,0.633,3.688
6.1,0.6283,3.6867
6.2,0.6303,3.707
6.3,0.6115,3.6161
6.4,0.598,3.5627
6.5,0.5907,3.4962
6.6,0.5908,3.5215
6.7,0.5883,3.5224
6.8,0.573,3.4892
6.9,0.5577,3.389
7,0.558,3.3931
7.1,0.551,3.3578
7.2,0.5407,3.3451
7.3,0.5338,3.3138
7.4,0.5211,3.2631
7.5,0.5121,3.2074
